A3CZYX
19
(1P3E16.7)
Station position
  1.6831570E+006  3.3871320E+006  2.2536500E+005
  1.8693210E+006  2.8554910E+006  4.2811700E+005
  2.0158950E+006  2.6219840E+006  7.9331600E+005
  1.9714860E+006  2.7295340E+006  1.3138990E+006
  1.6986870E+006  2.8456250E+006  1.6889960E+006
  1.2891840E+006  2.5570870E+006  1.7725350E+006
  8.9872400E+005  1.7802990E+006  1.5876610E+006
  5.5154200E+005  8.2610200E+005  1.2851630E+006
  1.3234700E+005  9.1751000E+004  1.1650620E+006
 -3.4766700E+005 -3.0831500E+005  1.3242530E+006
 -6.0849000E+005 -4.0879800E+005  1.8854450E+006
 -6.9287500E+005 -5.2720700E+005  2.8264570E+006
 -8.9938300E+005 -1.0753240E+006  3.8034100E+006
 -1.1511220E+006 -2.1671570E+006  4.5751900E+006
 -1.4079160E+006 -3.6128980E+006  4.8708240E+006
 -1.7370930E+006 -5.0471910E+006  4.5765830E+006
 -2.0411670E+006 -6.2301200E+006  3.8097940E+006
 -2.3220010E+006 -7.0540420E+006  2.9811630E+006
 -2.6325530E+006 -7.3572440E+006  2.7357760E+006
 -2.8456390E+006 -7.0020550E+006  3.1492390E+006
 -2.8972260E+006 -6.0325490E+006  4.0511220E+006
 -2.9284320E+006 -4.8211070E+006  5.3560380E+006
 -3.0477710E+006 -3.9972980E+006  6.5452590E+006
 -3.2816390E+006 -3.9585930E+006  7.0589510E+006
 -3.4439840E+006 -4.6303410E+006  6.9303600E+006
 -3.2990390E+006 -5.7303680E+006  6.7475490E+006
 -2.9118910E+006 -6.7904380E+006  6.6161700E+006
 -2.4567050E+006 -7.2666010E+006  5.7615570E+006
 -2.1512660E+006 -6.9536070E+006  4.3752280E+006
 -2.0081850E+006 -5.9193360E+006  3.3062590E+006
 -1.7196040E+006 -4.4928710E+006  2.4179050E+006
 -1.2146660E+006 -3.1914750E+006  1.6291280E+006
 -6.7288700E+005 -2.2786310E+006  1.0839900E+006
 -1.8668300E+005 -1.6380750E+006  6.7951200E+005
  2.2559600E+005 -9.6347300E+005  3.5693800E+005
  7.0549700E+005 -5.2942000E+004 -2.5190000E+004
  1.3611610E+006  1.1078970E+006 -5.5519500E+005
  1.9565490E+006  2.3725050E+006 -1.2072580E+006
  2.4351140E+006  3.6391920E+006 -1.9439350E+006
  2.9809890E+006  4.8570950E+006 -2.6695520E+006
  3.5284450E+006  5.8541820E+006 -3.2654360E+006
  3.8679280E+006  6.4995340E+006 -3.7550820E+006
  3.8917570E+006  6.7371280E+006 -4.1987520E+006
  3.8871760E+006  6.6061760E+006 -4.6542470E+006
  4.2255280E+006  6.1345650E+006 -4.9555960E+006
  4.7399440E+006  5.4811500E+006 -4.9015850E+006
  5.1104660E+006  5.0076730E+006 -4.6341860E+006
  5.3068590E+006  4.9441990E+006 -4.3254310E+006
  5.4315410E+006  5.5306140E+006 -4.0326330E+006
  5.5610250E+006  6.4781750E+006 -3.8160110E+006
  5.7024260E+006  6.8521560E+006 -3.9534100E+006
  6.0051150E+006  6.6231060E+006 -4.2121460E+006
  6.4259910E+006  6.5433130E+006 -4.1715530E+006
  6.5397440E+006  6.6186330E+006 -3.8978710E+006
  6.3270350E+006  6.3516270E+006 -3.4104590E+006
  6.0262090E+006  5.7291080E+006 -3.0067240E+006
  5.7522410E+006  5.0058910E+006 -2.9784820E+006
  5.4607140E+006  4.6652730E+006 -3.4273110E+006
  4.8870310E+006  4.7855090E+006 -4.3718810E+006
  4.0773800E+006  4.6566020E+006 -5.2294870E+006
  3.3849190E+006  4.4756440E+006 -5.3293380E+006
  2.9389840E+006  4.1913280E+006 -4.5057290E+006
  2.6405590E+006  3.5087350E+006 -2.9554850E+006
  2.2818210E+006  2.8914010E+006 -1.1188510E+006
  1.6310830E+006  2.1571940E+006  4.1326400E+005
  8.7951600E+005  1.4260970E+006  1.1226780E+006
  3.9146500E+005  5.3579500E+005  8.7129100E+005
  2.9201300E+005 -7.5256800E+005 -1.3357200E+005
  3.8254800E+005 -2.1735900E+006 -1.2025710E+006
  4.0001900E+005 -3.5408820E+006 -1.4007070E+006
  3.9794300E+005 -4.2016370E+006 -5.2488100E+005
  3.5146800E+005 -4.0100850E+006  1.0691970E+006
  2.7659600E+005 -3.1823240E+006  2.6353290E+006
  1.3800500E+005 -2.3426440E+006  3.2950190E+006
  8.2400000E+003 -2.0442430E+006  2.8426350E+006
 -3.4889000E+004 -2.4084590E+006  1.4596580E+006
 -1.0720300E+005 -3.3924440E+006 -1.4820700E+005
 -4.4850000E+004 -4.3678280E+006 -1.1638320E+006
  3.8441000E+004 -4.9633720E+006 -1.3164180E+006
  5.5957000E+004 -5.0257570E+006 -5.1083600E+005
  5.6643000E+004 -4.6698220E+006  7.2813400E+005
  1.0603100E+005 -4.1528640E+006  1.6450110E+006
  2.5856000E+005 -3.7107780E+006  1.7529030E+006
  1.5802300E+005 -3.6795480E+006  9.1461100E+005
 -3.5837500E+005 -4.1055190E+006 -3.6343700E+005
 -1.1006820E+006 -4.8909590E+006 -1.6142930E+006
 -1.6528550E+006 -5.7525610E+006 -2.2755750E+006
 -1.8573560E+006 -6.5159260E+006 -1.9538780E+006
 -1.9204570E+006 -7.1295200E+006 -1.0261970E+006
 -1.9080750E+006 -7.3957030E+006 -8.4364000E+004
 -1.9908370E+006 -7.2840470E+006  2.6639000E+005
 -2.2604950E+006 -6.9186540E+006 -1.8607300E+005
 -2.5079290E+006 -6.2680780E+006 -1.1613400E+006
 -2.5550690E+006 -5.3462720E+006 -2.2454150E+006
 -2.4319960E+006 -4.4253370E+006 -3.0158360E+006
 -2.2299750E+006 -3.4438410E+006 -3.2274030E+006
 -1.9807550E+006 -2.2879740E+006 -2.9647690E+006
 -1.7208970E+006 -1.2533930E+006 -2.6150020E+006
 -1.3244690E+006 -6.0156200E+005 -2.5510830E+006
 -7.5769100E+005 -8.0311400E+005 -2.9492810E+006
 -1.8456300E+005 -1.8857780E+006 -3.5184780E+006
  3.3633100E+005 -3.0255130E+006 -3.8887140E+006
  7.6884200E+005 -3.4489950E+006 -4.0633480E+006
  1.2866360E+006 -2.8051220E+006 -3.9364750E+006
  1.9174910E+006 -1.6534190E+006 -3.4463420E+006
  2.3515540E+006 -7.1680900E+005 -2.7742960E+006
  2.5543400E+006 -1.2796500E+005 -2.2395540E+006
  2.5883740E+006  2.5892900E+005 -2.2248360E+006
  2.5575790E+006  6.3816100E+005 -2.7551650E+006
  2.6189930E+006  8.7543200E+005 -3.5325650E+006
  2.7362900E+006  8.6012800E+005 -4.3534090E+006
  2.9286370E+006  6.7071000E+005 -5.0132770E+006
  3.1723250E+006  4.7341100E+005 -5.1038200E+006
  3.4278170E+006  5.2707900E+005 -4.4365170E+006
  3.7183110E+006  9.9225100E+005 -3.3227930E+006
  3.9179020E+006  1.7933900E+006 -2.3895720E+006
  3.9859370E+006  2.6865040E+006 -2.1825500E+006
  3.7886990E+006  3.4211040E+006 -2.8482230E+006
  3.2652620E+006  3.7933740E+006 -4.1468220E+006
  2.7539270E+006  3.7102470E+006 -5.4298610E+006
  2.4077010E+006  3.1578120E+006 -5.9123360E+006
  2.1693350E+006  2.3371610E+006 -5.3094530E+006
  1.8962860E+006  1.6620390E+006 -4.0089950E+006
  1.4836220E+006  1.5717730E+006 -2.5039620E+006
  1.0099590E+006  2.1696790E+006 -1.3325150E+006
  4.4394100E+005  3.1606260E+006 -9.9934800E+005
 -2.0470300E+005  4.1176420E+006 -1.3976780E+006
 -7.6224400E+005  4.5864430E+006 -2.0548510E+006
 -1.0685930E+006  4.4689350E+006 -2.2938010E+006
 -1.2689030E+006  3.9520400E+006 -1.6336720E+006
 -1.5855930E+006  3.2567390E+006 -2.0194100E+005
 -1.9453780E+006  2.7755670E+006  1.6815860E+006
 -2.2550640E+006  2.9101750E+006  3.3701570E+006
 -2.3998360E+006  3.6998230E+006  3.9629860E+006
 -2.4394270E+006  4.7565780E+006  3.1220570E+006
 -2.6938270E+006  5.5581310E+006  1.5307760E+006
 -3.1614180E+006  5.7486490E+006  8.0009000E+004
 -3.4369740E+006  5.2947360E+006 -8.5451200E+005
 -3.2539340E+006  4.3661270E+006 -9.2962000E+005
 -2.7278830E+006  3.2785000E+006 -2.5010200E+005
 -2.2795550E+006  2.4752460E+006  5.6836000E+005
 -2.3240760E+006  2.1853730E+006  1.1457550E+006
 -2.7523740E+006  2.2957030E+006  1.0661470E+006
 -3.0993040E+006  2.4529000E+006  1.9413500E+005
 -3.2176290E+006  2.2477710E+006 -1.0087380E+006
 -3.3830530E+006  1.5077860E+006 -2.0007600E+006
 -3.6501790E+006  4.7101100E+005 -2.3689860E+006
 -3.8791540E+006 -4.4018800E+005 -1.9813930E+006
 -4.0488480E+006 -1.0060820E+006 -1.0348510E+006
 -4.1218460E+006 -1.1596150E+006 -4.0505000E+004
 -4.1828340E+006 -8.1263100E+005  5.9857400E+005
 -4.3656710E+006  6.2070000E+003  9.6504200E+005
 -4.7338180E+006  1.0153780E+006  1.0372320E+006
 -4.9949190E+006  2.0294110E+006  7.3987600E+005
 -4.8984610E+006  2.9100190E+006  3.0191200E+005
 -4.8400760E+006  3.3717840E+006 -7.7825000E+004
 -5.0312950E+006  3.4413370E+006 -2.3826000E+005
 -5.1412820E+006  3.4404950E+006 -7.4511000E+004
 -4.9415680E+006  3.6285580E+006  5.1820800E+005
 -4.7831490E+006  3.8775540E+006  1.3518500E+006
 -5.1296030E+006  3.8803850E+006  1.8482230E+006
 -5.8123580E+006  3.7568360E+006  1.7825580E+006
 -6.2816590E+006  3.7742850E+006  1.0980660E+006
 -6.3965720E+006  3.9621700E+006 -1.4355000E+004
 -6.5490340E+006  4.1606070E+006 -1.1103860E+006
 -6.8447650E+006  4.1951320E+006 -1.9675750E+006
 -6.9940150E+006  4.0740330E+006 -2.2211480E+006
 -6.7845200E+006  3.9269540E+006 -1.6991660E+006
 -6.3341850E+006  3.9331980E+006 -6.8178200E+005
 -5.9971880E+006  4.2427730E+006  2.6665900E+005
 -5.8994390E+006  4.7379730E+006  4.6426400E+005
 -5.9440980E+006  5.0605250E+006 -2.3091000E+005
 -5.8979630E+006  4.9780910E+006 -1.4886510E+006
 -5.6106370E+006  4.6372690E+006 -2.7384530E+006
 -5.1623250E+006  4.4433390E+006 -3.2887300E+006
 -4.7225850E+006  4.5833170E+006 -2.8481180E+006
 -4.4144300E+006  4.9509880E+006 -1.4223870E+006
 -4.0527840E+006  5.4431620E+006  6.3368200E+005
 -3.3632670E+006  5.9083840E+006  2.4000870E+006
 -2.3642640E+006  6.1395250E+006  3.2189590E+006
 -1.3528690E+006  5.9499140E+006  2.7579070E+006
 -5.1804100E+005  5.3774400E+006  1.0602400E+006
  1.3425800E+005  4.7528020E+006 -9.1775900E+005
  5.8785700E+005  4.4258110E+006 -2.2751270E+006
  9.5869200E+005  4.6607360E+006 -2.5464700E+006
  1.3318010E+006  5.4102410E+006 -1.6922500E+006
  1.6305550E+006  6.3231530E+006 -2.6510900E+005
  1.8463330E+006  6.8855820E+006  1.0701530E+006
  2.0571610E+006  6.7556070E+006  1.6506510E+006
  2.2839500E+006  6.2995470E+006  1.2637650E+006
  2.4294810E+006  5.5353530E+006  2.6195000E+004
  2.4829760E+006  4.1456880E+006 -1.6379820E+006
  2.6208650E+006  3.2114460E+006 -2.8292050E+006
  2.7641630E+006  3.3634420E+006 -3.0663770E+006
  2.6010400E+006  3.8172150E+006 -2.2292320E+006
  2.1088320E+006  4.5059990E+006 -6.0991500E+005
  1.6589910E+006  5.1180880E+006  1.1086050E+006
  1.6257850E+006  5.3561970E+006  2.4309600E+006
  1.8419920E+006  5.4581990E+006  2.8258090E+006
  2.0123500E+006  5.1120830E+006  2.2072540E+006
  2.0519230E+006  4.6655810E+006  1.1114740E+006
  1.9322520E+006  4.3637180E+006  7.9950000E+004
  1.9039760E+006  4.3313780E+006 -3.5967900E+005
  2.0837570E+006  4.7406260E+006 -6.3775000E+004
  2.2806540E+006  5.1483910E+006  7.5932900E+005
  2.4352030E+006  5.5112080E+006  1.8600380E+006
  2.5842220E+006  5.5658490E+006  2.6408920E+006
  2.7046210E+006  5.2238390E+006  2.8354350E+006
  2.7371800E+006  4.6423790E+006  2.5532350E+006
  2.6782310E+006  4.0589180E+006  1.8788680E+006
  2.6369690E+006  3.9199800E+006  1.2848600E+006
  2.6316420E+006  4.0814380E+006  1.0961840E+006
  2.6089010E+006  4.2848560E+006  1.4757430E+006
  2.6834220E+006  4.3283930E+006  2.3493070E+006
  2.8848180E+006  4.2826030E+006  3.2891460E+006
  3.1254590E+006  4.3774910E+006  4.1013630E+006
  3.1657640E+006  4.6610570E+006  4.5514350E+006
  2.8366400E+006  5.0363440E+006  4.5480410E+006
  2.4916190E+006  5.2543480E+006  4.2676850E+006
  2.4753620E+006  5.1175470E+006  4.0068970E+006
  2.6810890E+006  4.5242510E+006  4.1864940E+006
  2.7242820E+006  3.5562220E+006  4.8563260E+006
  2.5770410E+006  2.5995610E+006  5.7514400E+006
  2.5419620E+006  2.1480680E+006  6.5522910E+006
  2.5241150E+006  2.2694610E+006  6.7784860E+006
  2.2990560E+006  2.6595870E+006  6.5154300E+006
  1.8595520E+006  2.7779540E+006  6.4858330E+006
  1.4046010E+006  2.1490360E+006  6.3736330E+006
  1.2247620E+006  8.4895100E+005  5.8535740E+006
  1.1843090E+006 -7.4163000E+005  5.8979020E+006
  9.7050700E+005 -2.1636020E+006  6.5724160E+006
  7.0850300E+005 -2.9987800E+006  6.8784240E+006
  5.3831200E+005 -3.1297690E+006  6.6766450E+006
  3.6943500E+005 -2.8368190E+006  6.6727530E+006
  1.2972700E+005 -2.5873430E+006  6.7887410E+006
 -2.5312000E+005 -2.7358650E+006  6.5603610E+006
 -5.5363900E+005 -3.3863740E+006  6.1190180E+006
 -3.9742700E+005 -4.4533090E+006  5.3024910E+006
  9.1510000E+003 -5.6457130E+006  4.8861570E+006
  2.2991800E+005 -6.4951100E+006  5.3506590E+006
  1.4461000E+005 -6.6853140E+006  5.6088740E+006
 -1.6026400E+005 -6.2977250E+006  5.6391740E+006
 -5.1718200E+005 -5.9212430E+006  5.3731840E+006
 -7.9671100E+005 -6.1470000E+006  4.4942940E+006
 -8.2967300E+005 -6.8716620E+006  3.4325230E+006
 -6.6264300E+005 -7.4644930E+006  2.3723630E+006
 -5.3202100E+005 -7.4470220E+006  1.7663130E+006
 -4.8318600E+005 -7.2493670E+006  1.8534400E+006
 -5.7324500E+005 -7.3679120E+006  2.3750800E+006
 -6.7414100E+005 -7.3738360E+006  3.1391980E+006
 -5.8452500E+005 -7.2986530E+006  3.6257350E+006
 -3.4654300E+005 -7.3780350E+006  3.5438530E+006
 -1.0012800E+005 -7.3294780E+006  2.9362540E+006
 -8.3078000E+004 -7.3365540E+006  2.0011900E+006
 -1.7644600E+005 -7.3601970E+006  1.2511440E+006
 -4.7390000E+004 -7.3198080E+006  7.9810400E+005
  3.7099900E+005 -7.3594930E+006  7.5919000E+005
  8.7564800E+005 -7.3286820E+006  1.2921950E+006
  1.0416470E+006 -7.3088910E+006  1.9639750E+006
  8.4533300E+005 -7.0882520E+006  2.3211380E+006
  7.7214200E+005 -6.4610440E+006  2.0945760E+006
  1.1093130E+006 -5.8603400E+006  1.1857370E+006
  1.5610780E+006 -6.0176780E+006 -1.3753700E+005
  1.7301740E+006 -6.7741080E+006 -1.4594860E+006
  1.6916100E+006 -7.2333230E+006 -2.3113640E+006
  1.7197130E+006 -7.3544170E+006 -2.4193600E+006
  1.8967040E+006 -6.9364220E+006 -1.9835100E+006
  1.9611580E+006 -5.9740590E+006 -1.3066960E+006
  1.6937960E+006 -4.9048680E+006 -7.5722600E+005
  1.2912720E+006 -3.9338700E+006 -6.1181600E+005
  8.6535800E+005 -3.6196600E+006 -8.8179100E+005
  5.2836000E+005 -3.9491380E+006 -1.5663860E+006
  5.1751200E+005 -4.7775550E+006 -2.4474260E+006
  7.3149300E+005 -5.8024350E+006 -3.0910490E+006
  9.9562700E+005 -6.3583720E+006 -3.3359100E+006
  1.2470450E+006 -6.2654990E+006 -3.4274000E+006
  1.5171610E+006 -5.4420290E+006 -3.5881600E+006
  1.8355940E+006 -4.3449550E+006 -3.7619410E+006
  2.0569690E+006 -3.4432550E+006 -3.8168010E+006
  2.0708480E+006 -3.0083840E+006 -3.7226640E+006
  1.9797900E+006 -3.2322980E+006 -3.4317520E+006
  2.0181250E+006 -3.8900040E+006 -2.9442350E+006
  2.2101740E+006 -4.7982440E+006 -2.4897890E+006
  2.3793980E+006 -5.5370990E+006 -2.2541400E+006
  2.4590660E+006 -5.8948480E+006 -2.2686130E+006
  2.5533940E+006 -5.8618920E+006 -2.4799690E+006
  2.8062520E+006 -5.3698810E+006 -2.7800990E+006
  3.1131850E+006 -4.4669830E+006 -3.1784980E+006
  3.2655750E+006 -3.2708940E+006 -3.7534260E+006
  3.3600620E+006 -2.0702730E+006 -4.4228400E+006
  3.4540700E+006 -1.1631170E+006 -4.9151540E+006
  3.4187500E+006 -8.1811900E+005 -5.0416020E+006
  3.2594520E+006 -8.9272400E+005 -4.7515600E+006
  3.1499100E+006 -8.3822600E+005 -3.9602780E+006
  3.3260440E+006 -2.9919300E+005 -2.7694860E+006
  3.6156000E+006  4.3815400E+005 -1.6039310E+006
  3.7226900E+006  8.3315200E+005 -9.1497000E+005
  3.7914600E+006  6.6671700E+005 -9.4036100E+005
  3.8889520E+006  6.2172000E+004 -1.4877120E+006
  4.0026580E+006 -4.9516800E+005 -2.1713790E+006
  4.1709810E+006 -6.5165800E+005 -2.7701640E+006
  4.2076940E+006 -5.2872100E+005 -2.9829560E+006
  4.1047150E+006 -3.7787900E+005 -2.7939700E+006
  4.0417800E+006 -2.6861200E+005 -2.5988820E+006
  3.9927540E+006 -1.8732600E+005 -2.6295790E+006
  3.9352390E+006 -2.2978600E+005 -3.0047840E+006
  3.9749310E+006 -4.4885400E+005 -3.7171330E+006
  4.0834700E+006 -7.4202100E+005 -4.5981230E+006
  3.9646170E+006 -9.9143700E+005 -5.3521800E+006
  3.5049780E+006 -1.0366950E+006 -5.6988220E+006
  2.9644380E+006 -7.1228700E+005 -5.6417200E+006
  2.4312540E+006 -1.3423100E+005 -5.2793800E+006
  1.9904570E+006  4.5137300E+005 -4.9163170E+006
  1.8539620E+006  8.5643400E+005 -5.0337820E+006
  1.8965380E+006  8.9175900E+005 -5.6591820E+006
  1.9448440E+006  5.1992100E+005 -6.3818790E+006
  1.9036620E+006 -1.7778200E+005 -6.8595670E+006
  1.6099650E+006 -1.0528890E+006 -6.9019990E+006
  1.1004940E+006 -1.8125510E+006 -6.5150280E+006
  5.4101000E+005 -2.0679720E+006 -5.9677970E+006
  1.1708900E+005 -1.6492620E+006 -5.6311720E+006
 -1.7721200E+005 -9.3651100E+005 -5.7587840E+006
 -5.5345200E+005 -4.7995400E+005 -6.1122130E+006
 -9.6064900E+005 -5.9731100E+005 -6.3359450E+006
 -1.2408200E+006 -1.1808820E+006 -6.3195430E+006
 -1.3824210E+006 -1.6269950E+006 -5.9442070E+006
 -1.5821360E+006 -1.4615600E+006 -5.4835380E+006
 -2.0608340E+006 -7.4154500E+005 -5.4066120E+006
 -2.7581550E+006  7.7886000E+004 -5.8518030E+006
 -3.5241690E+006  3.5485600E+005 -6.6242010E+006
 -4.1506320E+006 -2.2398200E+005 -7.2410370E+006
 -4.5301930E+006 -1.4354880E+006 -7.3212990E+006
 -4.9310740E+006 -2.8912780E+006 -6.6957170E+006
 -5.5125000E+006 -4.1903890E+006 -5.4846000E+006
 -6.0609170E+006 -5.0110230E+006 -4.2357100E+006
 -6.4432450E+006 -5.2747680E+006 -3.5886760E+006
 -6.7211230E+006 -5.0067570E+006 -3.8219900E+006
 -7.0154230E+006 -4.3524060E+006 -4.6752090E+006
 -7.2659110E+006 -3.7251360E+006 -5.6069100E+006
 -7.2757990E+006 -3.6287390E+006 -6.0378250E+006
 -7.1935370E+006 -4.2452190E+006 -5.5531660E+006
 -7.2287980E+006 -5.2623110E+006 -4.1461230E+006
 -7.2433530E+006 -6.1730270E+006 -2.1945330E+006
 -7.2080840E+006 -6.5726790E+006 -2.6408800E+005
 -7.2352280E+006 -6.3747110E+006  1.1683270E+006
 -7.2254700E+006 -5.9151340E+006  1.7836120E+006
 -7.2167650E+006 -5.6448510E+006  1.4511960E+006
 -7.2345890E+006 -5.7246150E+006  5.6672400E+005
 -7.2141460E+006 -6.0131630E+006 -2.3394900E+005
 -7.2289990E+006 -6.2720340E+006 -6.8701300E+005
 -7.2213740E+006 -6.3158920E+006 -6.1554800E+005
 -7.2198040E+006 -6.1202020E+006 -2.8277000E+004
 -7.2256020E+006 -5.7251360E+006  5.3665500E+005
 -7.1966090E+006 -5.1526180E+006  5.5461600E+005
 -7.1288860E+006 -4.5036670E+006 -1.0161700E+005
 -6.9668190E+006 -3.9771990E+006 -1.0277300E+006
 -6.8967450E+006 -3.7328080E+006 -1.7800290E+006
 -7.0059290E+006 -3.7201940E+006 -2.1875070E+006
 -7.0594670E+006 -3.7161050E+006 -2.1000360E+006
 -6.8278120E+006 -3.4559590E+006 -1.4545750E+006
 -6.4309930E+006 -2.7441500E+006 -2.7348700E+005
 -6.0886090E+006 -1.6434670E+006  8.6892500E+005
 -5.8163530E+006 -4.3756400E+005  1.3734960E+006
 -5.5541920E+006  6.2251700E+005  1.3503030E+006
 -5.3208880E+006  1.4605680E+006  9.6900200E+005
 -5.1580710E+006  2.1845810E+006  4.1650400E+005
 -4.8463540E+006  2.8266520E+006 -2.1129000E+004
 -4.4471310E+006  3.1855380E+006 -2.2146900E+005
 -4.3148410E+006  3.1022530E+006 -6.4516000E+004
 -4.4216050E+006  2.5839750E+006  3.7092100E+005
 -4.3955080E+006  1.9108900E+006  7.7232800E+005
 -4.0206530E+006  1.6109460E+006  1.1441850E+006
 -3.6347380E+006  1.9667530E+006  1.3315950E+006
 -3.5862160E+006  2.9619820E+006  1.0309660E+006
 -3.7899320E+006  4.3093180E+006  4.5555700E+005
 -3.9718560E+006  5.4885080E+006 -6.2806000E+004
 -3.9830050E+006  6.1865070E+006 -3.3948800E+005
 -3.9680530E+006  6.2680830E+006 -3.6651500E+005
 -3.8862810E+006  5.7967150E+006 -6.9570000E+003
 -3.5370250E+006  5.1252590E+006  7.0857100E+005
 -3.1366930E+006  4.7231560E+006  1.3012240E+006
 -3.0042020E+006  4.9822320E+006  1.5415410E+006
 -3.2787060E+006  5.8331630E+006  1.3713830E+006
 -3.6336360E+006  6.7225790E+006  9.7316400E+005
 -3.6169180E+006  7.0045980E+006  7.1506500E+005
 -3.4567020E+006  6.7590410E+006  9.3485500E+005
 -3.3918600E+006  6.6984710E+006  1.9225790E+006
 -3.4027270E+006  6.6754620E+006  3.4646920E+006
 -3.3771180E+006  6.3567820E+006  5.0348970E+006
 -3.1253500E+006  6.4039090E+006  6.0258300E+006
 -2.7607500E+006  6.7472400E+006  5.9963940E+006
 -2.4455250E+006  6.6993010E+006  5.0494110E+006
 -2.1958590E+006  6.5837530E+006  3.7481670E+006
 -1.9790260E+006  6.6735690E+006  2.9144610E+006
 -1.7160220E+006  6.6621570E+006  3.2132440E+006
 -1.3479490E+006  6.5452300E+006  4.6578950E+006
 -9.2795300E+005  6.4201780E+006  6.3348740E+006
 -4.9821300E+005  6.3111280E+006  6.9721940E+006
 -2.7968000E+004  6.4995490E+006  6.5428730E+006
  4.4899600E+005  6.6467510E+006  6.2922210E+006
  8.1527400E+005  6.4931270E+006  5.8234050E+006
  8.6205900E+005  6.5328430E+006  3.9854080E+006
  6.0971400E+005  6.5611720E+006  2.4323640E+006
  2.8783700E+005  6.4131290E+006  2.7766130E+006
  1.5040900E+005  6.1697440E+006  4.2918800E+006
  3.6880600E+005  5.8607780E+006  5.9579380E+006
  7.5097300E+005  5.6553430E+006  6.8265280E+006
  1.0943090E+006  5.3395040E+006  6.5086870E+006
  1.2523300E+006  5.0205430E+006  5.6004120E+006
  1.1554230E+006  5.0884350E+006  4.2095350E+006
  1.0541890E+006  5.5859880E+006  2.3632430E+006
  1.2045650E+006  6.3256810E+006  1.4754630E+006
  1.4598830E+006  6.7491950E+006  1.7777530E+006
  1.4367180E+006  6.5140260E+006  2.6647200E+006
  1.3014930E+006  5.9397750E+006  4.3593410E+006
  1.4268760E+006  5.0981980E+006  5.8620300E+006
  1.6243870E+006  4.3149510E+006  6.6759340E+006
  1.5077030E+006  4.1870210E+006  6.7529450E+006
  1.0662460E+006  4.3189610E+006  6.4227350E+006
  7.9672700E+005  4.3539170E+006  6.5963100E+006
  9.8573100E+005  4.3681340E+006  6.5961920E+006
  1.3404760E+006  4.0569290E+006  6.5039760E+006
  1.5322990E+006  3.6148240E+006  6.5999260E+006
  1.4931800E+006  3.3632720E+006  6.5339800E+006
  1.4601780E+006  3.3555940E+006  6.5642030E+006
  1.6224030E+006  3.7204580E+006  6.5636270E+006
  1.7658930E+006  4.0258810E+006  6.5383410E+006
  1.8215820E+006  4.1265780E+006  6.5550320E+006
  1.9974900E+006  3.8904760E+006  6.5313720E+006
  2.2315100E+006  3.1756490E+006  6.5139150E+006
  2.3391820E+006  2.2382230E+006  6.4364500E+006
  2.2844380E+006  1.2469860E+006  6.3895930E+006
  2.2462340E+006  6.2269900E+005  6.5308590E+006
  2.3448490E+006  4.7744900E+005  6.6663520E+006
  2.3924970E+006  7.2562700E+005  6.6084040E+006
  2.3393310E+006  1.1549550E+006  6.5873620E+006
  2.3666500E+006  1.5347650E+006  6.6339380E+006
  2.5852650E+006  1.8007490E+006  6.5199280E+006
  2.7672100E+006  1.7876190E+006  6.1800640E+006
  2.6972310E+006  1.3857460E+006  5.3679840E+006
  2.6423350E+006  5.6521500E+005  4.4740450E+006
  2.8688590E+006 -2.2827100E+005  4.3553730E+006
  3.3148510E+006 -3.5841700E+005  4.8123290E+006
  3.6823520E+006  3.9463500E+005  5.3868830E+006
  3.7927570E+006  1.6636190E+006  5.7243410E+006
  3.8245430E+006  2.8192060E+006  5.4453510E+006
  4.0326090E+006  3.4485960E+006  4.4485860E+006
  4.4707640E+006  3.4121050E+006  2.8640990E+006
  4.9669810E+006  2.9147870E+006  1.5160450E+006
  5.3942550E+006  2.4275420E+006  1.2327660E+006
  5.6621820E+006  2.3292770E+006  1.9604030E+006
  5.7639980E+006  2.5047590E+006  3.1427090E+006
  5.9260050E+006  2.4959690E+006  3.9788160E+006
  6.2549250E+006  2.1067580E+006  3.9349600E+006
  6.5171710E+006  1.6118060E+006  3.0286210E+006
  6.5225560E+006  1.4841490E+006  1.5209880E+006
  6.4704690E+006  2.0395440E+006  1.3470500E+005
  6.5149950E+006  3.1680200E+006 -4.8978500E+005
  6.5164730E+006  4.3722640E+006 -3.1721300E+005
  6.4725470E+006  5.0579330E+006  3.3512000E+005
  6.4733260E+006  4.9342960E+006  1.0287540E+006
  6.4520450E+006  4.1954270E+006  1.4548930E+006
  6.4445070E+006  3.2983820E+006  1.2617510E+006
  6.4695030E+006  2.7726100E+006  4.3049800E+005
  6.4696970E+006  2.8071480E+006 -5.3376900E+005
  6.4928320E+006  3.0779830E+006 -1.2584810E+006
  6.4960520E+006  3.1972340E+006 -1.4414780E+006
  6.4987630E+006  2.9961350E+006 -9.4945600E+005
  6.5071580E+006  2.6400010E+006 -3.5293000E+004
  6.4948530E+006  2.3298840E+006  1.0504300E+006
  6.4950810E+006  2.0274790E+006  1.8578120E+006
  6.4830150E+006  1.6964830E+006  1.9382550E+006
  6.4917260E+006  1.3887080E+006  1.3262840E+006
  6.5040870E+006  1.2694990E+006  4.5595700E+005
  6.5179830E+006  1.4206820E+006 -1.4374700E+005
  6.5334240E+006  1.6651110E+006 -2.3867400E+005
